,0,1
0,-3.35868895962526,-5.826429539223068
1,3.4355813134213773,9.14268041217317
2,2.166199737114292,9.276004069100377
3,-4.806514075257109,-6.176686810954834
4,-9.822523562636738,-5.869481622132916
5,-4.621139272574359,-8.060855434412078
6,4.4747219357668,8.273629260511495
7,-9.728530116227626,-8.220807598229582
8,-2.6866283098463537,-5.020025295814362
9,1.378767171150755,9.602659656493188
10,3.867626479978728,10.522258109676596
11,-10.019643967118993,-8.561204961208864
12,3.1671710020026347,9.097971021194063
13,-2.2081924833320143,-5.444843455012178
14,0.23912793474722327,8.427876901433995
15,-2.987759541591694,-7.08595589387631
16,-4.1840159787834565,-5.0702149083565455
17,-8.486533819214419,-8.667510627344571
18,-4.494290823461447,-7.150450890392653
19,1.2558119967323405,8.197899103301312
20,2.1818213511607967,8.746432335591942
21,1.3200760815286126,7.41796544553869
22,1.8904972897281256,8.57257643043655
23,-3.7193485363950143,-5.240623044135857
24,-9.457513160532276,-6.671618580818271
25,-5.231562221340827,-6.12900179615051
26,-8.986651931095025,-6.837717212762383
27,-8.207662597018455,-9.536569360167618
28,-2.049579670066906,-6.472921400710251
29,-9.639524600833964,-7.788209927657737
30,-8.776334793089557,-8.156582541009008
31,2.737094237923163,8.313448211969183
32,-4.107258913773014,-7.253203528297377
33,-7.614650904540343,-7.4661944917992304
34,-6.427204478513291,-7.869472168097781
35,1.2433061686957236,9.401338437774866
36,-8.345174343300046,-7.4416437028036295
37,2.547516417807357,7.45999636660081
38,-2.134891928744789,-6.4757578017081014
39,-9.259617221578104,-7.433731876292357
40,2.4602912507737704,8.33101477113538
41,-7.11571685833997,-7.048124365407645
42,1.9126215443602343,8.681073040147224
43,-3.9819779238702417,-6.99549817585417
44,2.146158542856288,7.524796048577623
45,0.5047319904292489,9.707045212565282
46,-4.79657171125051,-5.501610863813567
47,-2.46860991668539,-5.641766825613358
48,0.6817225428391449,8.578205706512971
49,-8.100503530554903,-7.807441348293653
50,-8.650108390576605,-7.182412438427437
51,-2.9958916237601296,-7.2583161696348695
52,-3.941428858694723,-5.603165011366886
53,-6.800720306446685,-8.310034132246175
54,3.0545534181864817,9.084076988928487
55,2.0408368304385878,10.36767129196232
56,-5.485417828951816,-5.240275388904108
57,3.5000948151612956,6.705805820263015
58,-7.139992840170567,-9.637652647493104
59,0.534345563443934,7.106713075523121
60,-9.487190323558064,-8.643608714628892
61,-10.946503509367886,-6.564003587764136
62,-9.746889323072498,-8.275629851067816
63,-10.751762571354863,-8.650720315364532
64,-8.181450507546291,-6.911589426422167
65,-9.963366436417864,-6.471998383848797
66,1.298658872512382,8.687648446221763
67,-3.350451117732089,-7.641549588114813
68,-3.335282658114801,-5.598879748725009
69,2.4556217150368376,8.58131342744841
70,-9.2643768456267,-7.785201070272984
71,2.899391735480882,7.911056585495816
72,-7.942368048664481,-6.5356540345559635
73,-2.651999504735985,-6.722436935826184
74,1.7357972633743375,8.854520143412076
75,-8.82523623566712,-7.443574374185343
